Header Size:	 79	 	 
Pulse Version:	 80	 	 
Running Pulse Version:	PULSE LabShop  Version 21.0.0.567 - 2016-11-03	 	 
Decimal Symbol:	,	 	 
Date Format:	dd.MM.yyyy	 	 
Time Format:	HH:mm:ss:mmm	 	 
Data Type:	Complex	 	 
Slice:	False	 	 
Z-Axis type:	Linear	 	 
Z-Axis size:	1	 	 
Z-Axis unit:	 	 	 
Z-Axis first value:	 0,0000000000e+000	 	 
Z-Axis delta:	 1,0000000000e+000	 	 
X-Axis type:	Linear	 	 
X-Axis size:	6401	 	 
X-Axis unit:	Hz	 	 
X-Axis first value:	 0,0000000000e+000	 	 
X-Axis delta:	 2,0000000000e+000	 	 
	 	 	 
AmplitudeUnit:	(m/s²)/N	 	 
Analyzer:	FFT_Spectrum_Averaging	 	 
AnalyzerName:	FFT Analyzer	 	 
	 	 	 
	 	 	 
Bipolar:	True	 	 
CenterFrequency:	 6,4000000000e+003	 	 
	 	 	 
	 	 	 
	 	 	 
	 	 	 
	 	 	 
	 	 	 
	 	 	 
	 	 	 
Domain:	1	 	 
Function:	Frequency Response	 	 
	 	 	 
	 	 	 
	 	 	 
	 	 	 
MultiBufferName:	Input	 	 
NBW:	 1,0000000000e+000	 	 
	 	 	 
OverlapFailed:	False	 	 
Overrun:	False	 	 
Power:	False	 	 
	 	 	 
Ratio:	True	 	 
RecordLength:	 5,0000000000e-001	 	 
ReducedSize:	True	 	 
Ref_Signal:	Hammer	 	 
	 	 	 
	 	 	 
RefSignalUnit:	N	 	 
	 	 	 
	 	 	 
Signal:	Acc1	 	 
	 	 	 
SignalUnit:	m/s²	 	 
	 	 	 
	 	 	 
	 	 	 
Title:	Frequency Response H1(Acc1,Hammer) - Current	 	 
Title1:	Working : Input : Input : FFT Analyzer	 	 
	 	 	 
	 	 	 
	 	 	 
ZoomOn:	False	 	 
	 	 	 
TemplateName:	Working	 	 
MeasurementName:	Input	 	 
MeasurementSlice:	False	 	 
	 	 	 
	 	 	 
	 	 	 
EnvelopeOn:	False	 	 
	 	 	 
	 	 	 
	 	 	 
Z-index:	 	1	 
Date:	 	12.09.2018	 
Time:	 	12:02:16:442	 
Relative time:	 	 0,00000e+000	 
Z-axis:	 	 0,0000000000e+000	 
1	 0,0000000000e+000	 1,08975e-002	-0,00000e+000
2	 2,0000000000e+000	 6,99699e-002	 1,24108e-001
3	 4,0000000000e+000	 1,96849e-002	 3,46063e-003
4	 6,0000000000e+000	 4,85797e-002	 1,82316e-002
5	 8,0000000000e+000	 5,47835e-002	 4,99184e-003
6	 1,0000000000e+001	 2,52373e-002	 7,36910e-003
7	 1,2000000000e+001	 2,69208e-002	 1,70611e-003
8	 1,4000000000e+001	 4,52544e-002	-4,50569e-003
9	 1,6000000000e+001	 3,69169e-002	-6,97858e-003
10	 1,8000000000e+001	 4,89203e-002	 2,46459e-003
11	 2,0000000000e+001	 4,37197e-002	 1,01057e-002
12	 2,2000000000e+001	 4,49506e-002	-4,42574e-003
13	 2,4000000000e+001	 4,54037e-002	-1,13954e-002
14	 2,6000000000e+001	 4,57579e-002	-9,82765e-003
15	 2,8000000000e+001	 3,55624e-002	-9,03118e-003
16	 3,0000000000e+001	 3,61167e-002	-5,04067e-003
17	 3,2000000000e+001	 4,20926e-002	-9,68507e-003
18	 3,4000000000e+001	 3,42528e-002	-1,12833e-002
19	 3,6000000000e+001	 2,96346e-002	-1,41278e-002
20	 3,8000000000e+001	 2,53572e-002	-1,11383e-002
21	 4,0000000000e+001	 1,87280e-002	-9,86762e-003
22	 4,2000000000e+001	 1,62184e-002	-7,83817e-003
23	 4,4000000000e+001	 1,78994e-002	-7,10628e-003
24	 4,6000000000e+001	 1,75800e-002	-5,32870e-003
25	 4,8000000000e+001	 1,85350e-002	-4,73067e-003
26	 5,0000000000e+001	 8,56678e-004	-9,50343e-003
27	 5,2000000000e+001	 4,80274e-003	-1,18658e-002
28	 5,4000000000e+001	 2,46601e-003	-5,33359e-003
29	 5,6000000000e+001	-9,85172e-004	-1,19303e-002
30	 5,8000000000e+001	-6,13896e-003	-7,70790e-003
31	 6,0000000000e+001	-1,39904e-002	-3,95030e-003
32	 6,2000000000e+001	-1,48751e-002	-8,67917e-003
33	 6,4000000000e+001	-2,28870e-002	-4,42334e-003
34	 6,6000000000e+001	-2,83112e-002	-2,47329e-003
35	 6,8000000000e+001	-3,76663e-002	 1,42968e-003
36	 7,0000000000e+001	-3,60350e-002	 1,96558e-002
37	 7,2000000000e+001	-2,73168e-002	 3,74152e-002
38	 7,4000000000e+001	-8,24718e-003	 1,98544e-002
39	 7,6000000000e+001	-1,85984e-002	 9,04240e-003
40	 7,8000000000e+001	-1,47468e-002	 9,69841e-003
41	 8,0000000000e+001	-2,02050e-002	 3,74298e-003
42	 8,2000000000e+001	-2,90534e-002	 6,24652e-003
43	 8,4000000000e+001	-3,42599e-002	 1,59853e-003
44	 8,6000000000e+001	-3,99318e-002	-3,15354e-004
45	 8,8000000000e+001	-4,61005e-002	-3,54226e-003
46	 9,0000000000e+001	-5,20329e-002	 1,96145e-003
47	 9,2000000000e+001	-6,17870e-002	 2,80302e-003
48	 9,4000000000e+001	-6,80745e-002	 2,50466e-003
49	 9,6000000000e+001	-6,88671e-002	 6,86848e-003
50	 9,8000000000e+001	-7,46516e-002	 8,64341e-003
51	 1,0000000000e+002	-7,87090e-002	 7,44626e-003
52	 1,0200000000e+002	-8,05528e-002	 5,86841e-003
53	 1,0400000000e+002	-9,05417e-002	 3,77821e-003
54	 1,0600000000e+002	-1,03541e-001	 2,02937e-003
55	 1,0800000000e+002	-1,13245e-001	 3,98456e-003
56	 1,1000000000e+002	-1,24926e-001	 4,25984e-003
57	 1,1200000000e+002	-1,40524e-001	 9,33056e-003
58	 1,1400000000e+002	-1,61038e-001	 1,54003e-002
59	 1,1600000000e+002	-1,90499e-001	 2,77719e-002
60	 1,1800000000e+002	-2,17932e-001	 5,93747e-002
61	 1,2000000000e+002	-2,41081e-001	 1,24413e-001
62	 1,2200000000e+002	-2,09340e-001	 2,31672e-001
63	 1,2400000000e+002	-5,23300e-002	 2,60555e-001
64	 1,2600000000e+002	 1,40736e-002	 1,45467e-001
65	 1,2800000000e+002	-1,05298e-002	 8,18981e-002
66	 1,3000000000e+002	-3,44876e-002	 6,33072e-002
67	 1,3200000000e+002	-5,47806e-002	 4,89506e-002
68	 1,3400000000e+002	-6,91985e-002	 3,95641e-002
69	 1,3600000000e+002	-8,83812e-002	 3,28731e-002
70	 1,3800000000e+002	-1,01593e-001	 3,37356e-002
71	 1,4000000000e+002	-1,12655e-001	 3,59580e-002
72	 1,4200000000e+002	-1,23865e-001	 4,04562e-002
73	 1,4400000000e+002	-1,32120e-001	 3,82220e-002
74	 1,4600000000e+002	-1,36834e-001	 4,17773e-002
75	 1,4800000000e+002	-1,46940e-001	 4,90618e-002
76	 1,5000000000e+002	-1,51985e-001	 5,75228e-002
77	 1,5200000000e+002	-1,59380e-001	 6,64342e-002
78	 1,5400000000e+002	-1,55655e-001	 7,95316e-002
79	 1,5600000000e+002	-1,46897e-001	 9,21282e-002
80	 1,5800000000e+002	-1,22738e-001	 1,02878e-001
81	 1,6000000000e+002	-8,96147e-002	 8,20395e-002
82	 1,6200000000e+002	-8,90683e-002	 2,79033e-002
83	 1,6400000000e+002	-1,26469e-001	 6,72073e-003
84	 1,6600000000e+002	-1,46128e-001	 9,01309e-003
85	 1,6800000000e+002	-1,61130e-001	 8,13380e-003
86	 1,7000000000e+002	-1,70969e-001	 6,68485e-003
87	 1,7200000000e+002	-1,86632e-001	 9,70658e-003
88	 1,7400000000e+002	-1,93665e-001	 1,90442e-002
89	 1,7600000000e+002	-1,90624e-001	 1,17089e-002
90	 1,7800000000e+002	-2,01617e-001	 6,75469e-003
91	 1,8000000000e+002	-2,12352e-001	 5,09798e-003
92	 1,8200000000e+002	-2,21727e-001	 5,00145e-003
93	 1,8400000000e+002	-2,31320e-001	 7,59380e-003
94	 1,8600000000e+002	-2,40754e-001	 6,21681e-003
95	 1,8800000000e+002	-2,46271e-001	 6,92210e-003
96	 1,9000000000e+002	-2,57086e-001	 5,38925e-003
97	 1,9200000000e+002	-2,64499e-001	 3,76834e-003
98	 1,9400000000e+002	-2,79130e-001	 8,94288e-003
99	 1,9600000000e+002	-2,86964e-001	 7,77455e-003
100	 1,9800000000e+002	-2,92839e-001	 9,47261e-003
101	 2,0000000000e+002	-2,97407e-001	 6,86730e-003
102	 2,0200000000e+002	-3,11145e-001	 1,01333e-002
103	 2,0400000000e+002	-3,15050e-001	 8,99173e-003
104	 2,0600000000e+002	-3,27238e-001	 1,01607e-002
105	 2,0800000000e+002	-3,36460e-001	 1,27291e-002
106	 2,1000000000e+002	-3,42665e-001	 1,55476e-002
107	 2,1200000000e+002	-3,46225e-001	 1,56452e-002
108	 2,1400000000e+002	-3,55446e-001	 1,26406e-002
109	 2,1600000000e+002	-3,65327e-001	 1,23616e-002
110	 2,1800000000e+002	-3,75825e-001	 1,07672e-002
111	 2,2000000000e+002	-3,87090e-001	 1,44672e-002
112	 2,2200000000e+002	-3,94735e-001	 1,43968e-002
113	 2,2400000000e+002	-4,06691e-001	 1,91893e-002
114	 2,2600000000e+002	-4,11406e-001	 2,62471e-002
115	 2,2800000000e+002	-4,08473e-001	 2,45216e-002
116	 2,3000000000e+002	-4,16986e-001	 1,91425e-002
117	 2,3200000000e+002	-4,27918e-001	 1,51148e-002
118	 2,3400000000e+002	-4,36777e-001	 1,47869e-002
119	 2,3600000000e+002	-4,47150e-001	 1,40944e-002
120	 2,3800000000e+002	-4,57520e-001	 1,18810e-002
121	 2,4000000000e+002	-4,68428e-001	 1,03684e-002
122	 2,4200000000e+002	-4,77680e-001	 1,56716e-002
123	 2,4400000000e+002	-4,87170e-001	 1,41088e-002
124	 2,4600000000e+002	-4,96765e-001	 1,51698e-002
125	 2,4800000000e+002	-5,08410e-001	 1,20596e-002
126	 2,5000000000e+002	-5,16869e-001	 1,33457e-002
127	 2,5200000000e+002	-5,30973e-001	 1,58009e-002
128	 2,5400000000e+002	-5,38606e-001	 1,44580e-002
